Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
getEmployable-Intertested-NotMet Criteria,Chrome 75.0.3770.100,,2019-06-25 11:08:07,2019-06-25 11:11:09,3m - 2.353s,PASSED
,,,,,,
Test Cases/getEmployable/getEmployable Random/launchSite,Chrome 75.0.3770.100,,2019-06-25 11:08:07,2019-06-25 11:08:21,14.070s,PASSED
"comment(""Opening getEmployable application"")",Chrome 75.0.3770.100,,2019-06-25 11:08:08,2019-06-25 11:08:08,0.148s,PASSED
"openBrowser("""")",Chrome 75.0.3770.100,Launch browser,2019-06-25 11:08:08,2019-06-25 11:08:11,3.662s,PASSED
"navigateToUrl(findTestData(""getEmployable/URL"").getValue(1, 1))",Chrome 75.0.3770.100,Invoke getEmployable site ,2019-06-25 11:08:11,2019-06-25 11:08:15,3.464s,PASSED
maximizeWindow(),Chrome 75.0.3770.100,Maximize the browser,2019-06-25 11:08:15,2019-06-25 11:08:16,1.133s,PASSED
"verifyElementPresent(findTestObject(""getEmployable/form""), 10, STOP_ON_FAILURE)",Chrome 75.0.3770.100,Verify the site lauched sucessfully,2019-06-25 11:08:16,2019-06-25 11:08:16,0.314s,PASSED
delay(5),Chrome 75.0.3770.100,,2019-06-25 11:08:16,2019-06-25 11:08:21,5.011s,PASSED
,,,,,,
Test Cases/getEmployable/getEmployable Random/aboutYou,Chrome 75.0.3770.100,,2019-06-25 11:08:21,2019-06-25 11:08:44,22.573s,PASSED
"comment(""Enter aboutYou page details"")",Chrome 75.0.3770.100,,2019-06-25 11:08:22,2019-06-25 11:08:22,0.003s,PASSED
rad = new java.util.Random(),Chrome 75.0.3770.100,,2019-06-25 11:08:22,2019-06-25 11:08:22,0.004s,PASSED
"setText(findTestObject(""getEmployable/input_First Name""), findTestData(""getEmployable/Applicants"").getValue(1, 1))",Chrome 75.0.3770.100,Enter First Name,2019-06-25 11:08:22,2019-06-25 11:08:22,0.176s,PASSED
"setText(findTestObject(""getEmployable/input_Last name""), findTestData(""getEmployable/Applicants"").getValue(2, 1))",Chrome 75.0.3770.100,Enter Last Name,2019-06-25 11:08:22,2019-06-25 11:08:22,0.197s,PASSED
Email = rad.nextInt(2000),Chrome 75.0.3770.100,,2019-06-25 11:08:22,2019-06-25 11:08:22,0.001s,PASSED
"setText(findTestObject(""getEmployable/input_University Email""), ""test"" + Email + ""@ac.uk"")",Chrome 75.0.3770.100,Enter University Email,2019-06-25 11:08:22,2019-06-25 11:08:22,0.226s,PASSED
"setText(findTestObject(""getEmployable/input_Personal Email""), ""personal"" + Email + ""@test.com"")",Chrome 75.0.3770.100,Enter Personal Email ,2019-06-25 11:08:22,2019-06-25 11:08:22,0.326s,PASSED
"setText(findTestObject(""getEmployable/input_Phone Number""), findTestData(""getEmployable/Applicants"").getValue(5, 1))",Chrome 75.0.3770.100,Enter Mobile Number,2019-06-25 11:08:22,2019-06-25 11:08:23,0.216s,PASSED
delay(10),Chrome 75.0.3770.100,,2019-06-25 11:08:23,2019-06-25 11:08:33,10.009s,PASSED
"click(findTestObject(""getEmployable/input_date Of Birth""), STOP_ON_FAILURE)",Chrome 75.0.3770.100,Select DOB,2019-06-25 11:08:33,2019-06-25 11:08:33,0.131s,PASSED
"click(findTestObject(""ApplyNow/Page_getEmployable - Assessment Form/a_04""))",Chrome 75.0.3770.100,,2019-06-25 11:08:33,2019-06-25 11:08:34,0.789s,PASSED
delay(5),Chrome 75.0.3770.100,,2019-06-25 11:08:34,2019-06-25 11:08:39,5.019s,PASSED
"click(findTestObject(""getEmployable/gender""))",Chrome 75.0.3770.100,Select Gender,2019-06-25 11:08:39,2019-06-25 11:08:39,0.140s,PASSED
"click(findTestObject(""getEmployable/input_Other_next""))",Chrome 75.0.3770.100,Click Next ,2019-06-25 11:08:39,2019-06-25 11:08:39,0.101s,PASSED
delay(5),Chrome 75.0.3770.100,,2019-06-25 11:08:39,2019-06-25 11:08:44,5.005s,PASSED
,,,,,,
Test Cases/getEmployable/getEmployable Random/yourUniversity,Chrome 75.0.3770.100,,2019-06-25 11:08:44,2019-06-25 11:09:04,19.986s,PASSED
"comment(""Enter Your University Details"")",Chrome 75.0.3770.100,,2019-06-25 11:08:44,2019-06-25 11:08:44,0.002s,PASSED
"UniversityTotalOption = getNumberOfTotalOption(findTestObject(""getEmployable/select_University""))",Chrome 75.0.3770.100,Random Selection of University ,2019-06-25 11:08:44,2019-06-25 11:08:44,0.088s,PASSED
rad = new java.util.Random(),Chrome 75.0.3770.100,,2019-06-25 11:08:44,2019-06-25 11:08:44,0.001s,PASSED
UniversityCount = 1 + rad.nextInt(UniversityTotalOption - 1),Chrome 75.0.3770.100,,2019-06-25 11:08:44,2019-06-25 11:08:44,0.014s,PASSED
"selectOptionByIndex(findTestObject(""getEmployable/select_University""), UniversityCount)",Chrome 75.0.3770.100,,2019-06-25 11:08:44,2019-06-25 11:08:45,1.089s,PASSED
"UniversityCourseTotalOption = getNumberOfTotalOption(findTestObject(""getEmployable/select_UniversityCourse""))",Chrome 75.0.3770.100,Random Selection of University Course,2019-06-25 11:08:45,2019-06-25 11:08:45,0.066s,PASSED
