Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
getEmployable,Chrome 74.0.3729.169,,2019-05-24 11:01:15,2019-05-24 11:02:43,1m - 27.625s,FAILED
,,,,,,
Test Cases/getEmployable/launchSite,Chrome 74.0.3729.169,,2019-05-24 11:01:15,2019-05-24 11:01:32,16.192s,PASSED
"comment(""Opening getEmployable application"")",Chrome 74.0.3729.169,,2019-05-24 11:01:16,2019-05-24 11:01:16,0.190s,PASSED
"openBrowser("""")",Chrome 74.0.3729.169,Launch browser,2019-05-24 11:01:16,2019-05-24 11:01:20,3.644s,PASSED
"navigateToUrl(findTestData(""getEmployable/URL"").getValue(1, 1))",Chrome 74.0.3729.169,Invoke getEmployable site ,2019-05-24 11:01:20,2019-05-24 11:01:25,5.081s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,Maximize the browser,2019-05-24 11:01:25,2019-05-24 11:01:26,1.218s,PASSED
"verifyElementPresent(findTestObject(""getEmployable/form""), 10, STOP_ON_FAILURE)",Chrome 74.0.3729.169,Verify the site lauched sucessfully,2019-05-24 11:01:26,2019-05-24 11:01:27,0.564s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-05-24 11:01:27,2019-05-24 11:01:32,5.009s,PASSED
,,,,,,
Test Cases/getEmployable/aboutYou,Chrome 74.0.3729.169,,2019-05-24 11:01:32,2019-05-24 11:01:55,22.981s,PASSED
"comment(""Enter aboutYou page details"")",Chrome 74.0.3729.169,,2019-05-24 11:01:32,2019-05-24 11:01:32,0.002s,PASSED
"setText(findTestObject(""getEmployable/input_First Name""), findTestData(""getEmployable/Applicants"").getValue(1, 1))",Chrome 74.0.3729.169,"Enter First Name
",2019-05-24 11:01:32,2019-05-24 11:01:32,0.220s,PASSED
"setText(findTestObject(""getEmployable/input_Last name""), findTestData(""getEmployable/Applicants"").getValue(2, 1))",Chrome 74.0.3729.169,Enter Last Name,2019-05-24 11:01:32,2019-05-24 11:01:32,0.267s,PASSED
rad = new java.util.Random(),Chrome 74.0.3729.169,,2019-05-24 11:01:32,2019-05-24 11:01:32,0.004s,PASSED
Email = rad.nextInt(2000),Chrome 74.0.3729.169,,2019-05-24 11:01:32,2019-05-24 11:01:32,0.001s,PASSED
"setText(findTestObject(""getEmployable/input_University Email""), ""test"" + Email + ""@ac.uk"")",Chrome 74.0.3729.169,Enter University Email,2019-05-24 11:01:32,2019-05-24 11:01:33,0.372s,PASSED
"setText(findTestObject(""getEmployable/input_Personal Email""), ""personal"" + Email + ""@test.com"")",Chrome 74.0.3729.169,Enter Personal Email ,2019-05-24 11:01:33,2019-05-24 11:01:33,0.505s,PASSED
"setText(findTestObject(""getEmployable/input_Phone Number""), findTestData(""getEmployable/Applicants"").getValue(5, 1))",Chrome 74.0.3729.169,"Enter Mobile Number
",2019-05-24 11:01:33,2019-05-24 11:01:33,0.286s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-05-24 11:01:33,2019-05-24 11:01:43,10.005s,PASSED
"click(findTestObject(""getEmployable/input_date Of Birth""))",Chrome 74.0.3729.169,Select DOB,2019-05-24 11:01:43,2019-05-24 11:01:44,0.111s,PASSED
"click(findTestObject(""ApplyNow/Page_getEmployable - Assessment Form/a_04""))",Chrome 74.0.3729.169,,2019-05-24 11:01:44,2019-05-24 11:01:44,0.821s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-05-24 11:01:44,2019-05-24 11:01:49,5.003s,PASSED
"click(findTestObject(""getEmployable/gender""))",Chrome 74.0.3729.169,Select Gender,2019-05-24 11:01:49,2019-05-24 11:01:49,0.074s,PASSED
"click(findTestObject(""getEmployable/input_Other_next""))",Chrome 74.0.3729.169,Click Next ,2019-05-24 11:01:49,2019-05-24 11:01:50,0.100s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-05-24 11:01:50,2019-05-24 11:01:55,5.002s,PASSED
,,,,,,
